Date,ProductID,SalesVolume,CurrentStock,ReorderLevel,DailyCapacity,CurrentUtilization,LaborCost,MaterialCost,TransportCost,SeasonalityIndex,ExternalFactor,TargetAllocation,DayOfWeek,Month,Quarter,IsWeekend,SalesMA7,SalesSTD7,StockMA7,UtilMA7,SalesMA14,SalesSTD14,StockMA14,UtilMA14,SalesMA30,SalesSTD30,StockMA30,UtilMA30,StockToSales,TotalCost,CostPerUnit,UtilizationEfficiency,Region_Asia,Region_Europe,Region_North America
2023-01-11,P12345,567,294,163,933,0.74,45.73,18.25,9.81,0.9826487494475706,Weather Disruption,1150,2,1,1,0,511.7142857142857,245.185449735307,213.57142857142858,0.7971428571428572,511.7142857142857,245.185449735307,213.57142857142858,0.7971428571428572,511.7142857142857,245.185449735307,213.57142857142858,0.7971428571428572,0.8115141955835963,73.78999999999999,0.1301410934744268,2.606177606177606,True,False,False
2023-01-12,P12345,831,166,116,1336,0.68,53.79,28.09,3.03,0.9826487494475706,Weather Disruption,1656,3,1,1,0,507.85714285714283,238.96333649845994,218.28571428571428,0.7871428571428571,551.625,253.51694082588304,207.625,0.7825,551.625,253.51694082588304,207.625,0.7825,0.35997521685254025,84.91,0.10217809867629361,7.361800141743443,True,False,False
2023-01-13,P12345,174,179,108,1425,0.87,52.93,16.31,5.89,0.9826487494475706,,1378,4,1,1,0,409.75,400.66808790651976,244.75,0.83,409.75,400.66808790651976,244.75,0.83,409.75,400.66808790651976,244.75,0.83,0.407612231620039,75.13,0.43178160919540226,1.11731843575419,False,False,True
2023-01-14,P12345,103,137,140,875,0.79,49.13,22.31,3.7,0.9826487494475706,Weather Disruption,766,5,1,1,1,473.7142857142857,280.13729627078357,229.57142857142858,0.7842857142857141,501.77777777777777,280.35637043670766,199.77777777777777,0.7833333333333333,501.77777777777777,280.35637043670766,199.77777777777777,0.7833333333333333,0.37905138339920946,75.14,0.7295145631067961,0.9516769842003141,True,False,False
2023-01-15,P12345,946,121,100,843,0.65,45.94,25.37,6.56,0.9826487494475706,,1679,6,1,1,1,634.0,441.23463146040564,116.5,0.645,634.0,441.23463146040564,116.5,0.645,634.0,441.23463146040564,116.5,0.645,0.26854787571337985,77.87,0.08231501057082453,12.027972027972027,False,True,False
2023-01-16,P12345,745,188,101,942,0.73,41.97,18.93,3.17,0.9826487494475706,Strike,1457,0,1,1,0,476.8,377.99431212651865,233.4,0.8099999999999999,476.8,377.99431212651865,233.4,0.8099999999999999,476.8,377.99431212651865,233.4,0.8099999999999999,0.34686346863468637,64.07,0.086,5.428446517050422,False,False,True
2023-01-17,P12345,217,113,159,1078,0.75,66.61,24.36,5.85,0.9826487494475706,Weather Disruption,949,1,1,1,0,495.0,394.09009122280656,115.33333333333333,0.68,495.0,394.09009122280656,115.33333333333333,0.68,495.0,394.09009122280656,115.33333333333333,0.68,0.2203342618384401,96.82,0.44617511520737324,2.56047197640118,False,True,False
2023-01-18,P12345,980,254,147,574,0.86,52.6,27.44,4.54,0.9826487494475706,,1189,2,1,1,0,616.25,402.9196570037257,150.0,0.725,616.25,402.9196570037257,150.0,0.725,616.25,402.9196570037257,150.0,0.725,0.4441668748438671,84.58000000000001,0.0863061224489796,4.486357809924923,False,True,False
2023-01-19,P12345,705,258,128,1056,0.61,54.91,17.86,6.73,0.9826487494475706,Weather Disruption,1297,3,1,1,0,634.0,351.1886957178434,171.6,0.702,634.0,351.1886957178434,171.6,0.702,634.0,351.1886957178434,171.6,0.702,0.46582409079184933,79.5,0.1127659574468085,4.479603507434236,False,True,False
2023-01-20,P12345,603,121,196,1271,0.69,67.51,28.76,9.97,0.9826487494475706,,1316,4,1,1,0,628.8333333333334,314.367566181161,163.16666666666666,0.7000000000000001,628.8333333333334,314.367566181161,163.16666666666666,0.7000000000000001,628.8333333333334,314.367566181161,163.16666666666666,0.7000000000000001,0.19670227589410128,106.24000000000001,0.17618573797678277,7.222421846927777,False,True,False
2023-01-21,P12345,673,70,109,1165,0.78,63.29,23.3,8.6,0.9826487494475706,Strike,1681,5,1,1,1,509.5,347.4471182784511,206.16666666666666,0.805,509.5,347.4471182784511,206.16666666666666,0.805,509.5,347.4471182784511,206.16666666666666,0.805,0.10049220672682527,95.19,0.1414413075780089,12.326007326007325,False,False,True
2023-01-22,P12345,540,67,157,654,0.69,43.92,19.49,8.92,0.9826487494475706,,995,6,1,1,1,513.8571428571429,317.3837995085386,186.28571428571428,0.7885714285714285,513.8571428571429,317.3837995085386,186.28571428571428,0.7885714285714285,513.8571428571429,317.3837995085386,186.28571428571428,0.7885714285714285,0.10492170022371365,72.33,0.13394444444444445,11.680726800778716,False,False,True
2023-01-23,P12345,293,271,159,929,0.82,56.96,21.46,7.45,0.9826487494475706,Weather Disruption,1015,0,1,1,0,580.8571428571429,313.7958086460199,178.57142857142858,0.7171428571428571,580.8571428571429,313.7958086460199,178.57142857142858,0.7171428571428571,580.8571428571429,313.7958086460199,178.57142857142858,0.7171428571428571,0.4721254355400697,85.87,0.2930716723549488,1.3185131851318512,False,True,False
2023-01-24,P12345,946,113,120,862,0.77,53.27,19.68,3.29,0.9826487494475706,,1562,1,1,1,0,670.0,316.6238567554041,178.71428571428572,0.7357142857142858,626.5,317.9105894070577,170.375,0.72375,626.5,317.9105894070577,170.375,0.72375,0.16663155677269856,76.24000000000001,0.08059196617336153,10.872313527180783,False,True,False
2023-01-25,P12345,814,131,127,947,0.73,63.92,25.88,4.45,0.9826487494475706,Weather Disruption,1618,2,1,1,0,487.57142857142856,275.45408397944004,165.42857142857142,0.7685714285714286,551.375,312.4145311692692,179.375,0.78125,551.375,312.4145311692692,179.375,0.78125,0.20017463435931018,94.25,0.11578624078624078,8.511973230157901,False,False,True
2023-01-26,P12345,491,159,174,1486,0.93,61.73,26.94,9.48,0.9826487494475706,Strike,1881,3,1,1,0,537.8571428571429,229.51356428428406,156.0,0.7742857142857142,544.6666666666666,292.9291723266906,177.11111111111111,0.7977777777777777,544.6666666666666,292.9291723266906,177.11111111111111,0.7977777777777777,0.25486604076024727,98.15,0.19989816700611,3.32048420910259,False,False,True
2023-01-27,P12345,125,288,133,733,0.82,60.71,27.49,5.56,0.9826487494475706,,557,4,1,1,0,508.85714285714283,269.7476775132819,154.57142857142858,0.7928571428571428,502.7,306.40715468873185,188.2,0.8,502.7,306.40715468873185,188.2,0.8,0.5183851889946002,93.76,0.7500800000000001,0.5293021680216802,False,False,True
2023-01-28,P12345,534,144,107,1062,0.65,50.22,29.79,3.73,0.9826487494475706,Weather Disruption,1072,5,1,1,1,458.2857142857143,272.18542349270797,219.42857142857142,0.7471428571428572,505.0,264.51885040998917,194.2,0.77,505.0,264.51885040998917,194.2,0.77,0.26880000000000004,83.74,0.15681647940074905,5.705128205128204,True,False,False
2023-01-29,P12345,272,215,158,1317,0.8,64.15,26.87,7.92,0.9826487494475706,Weather Disruption,1218,6,1,1,1,404.7142857142857,265.6781977541717,216.28571428571428,0.7614285714285715,483.8181818181818,260.5927160078801,196.0909090909091,0.7727272727272727,483.8181818181818,260.5927160078801,196.0909090909091,0.7727272727272727,0.43222286042504304,98.94000000000001,0.36375,1.5813953488372092,True,False,False
2023-01-30,P12345,399,81,185,761,0.87,41.57,24.02,5.1,0.9826487494475706,Weather Disruption,1188,0,1,1,0,446.7142857142857,231.43228979964047,190.28571428571428,0.7828571428571429,476.75,249.6689171319053,186.5,0.7808333333333334,476.75,249.6689171319053,186.5,0.7808333333333334,0.15802675585284282,70.69,0.17716791979949875,5.661983822903363,True,False,False
2023-01-31,P12345,744,60,171,1326,0.85,44.79,20.09,4.88,0.9826487494475706,,1766,1,1,1,0,641.1428571428571,295.7969058726097,170.0,0.7642857142857142,639.5555555555555,299.94629148862265,158.11111111111111,0.7377777777777778,639.5555555555555,299.94629148862265,158.11111111111111,0.7377777777777778,0.12404016538688718,69.75999999999999,0.09376344086021504,14.588235294117647,False,True,False
2023-02-01,P12345,425,94,148,624,0.66,50.07,23.17,9.99,0.9108054107306922,,917,2,2,1,0,447.2857142857143,231.36314477873256,161.57142857142858,0.7414285714285714,472.7692307692308,239.47030221099578,179.3846153846154,0.7715384615384615,472.7692307692308,239.47030221099578,179.3846153846154,0.7715384615384615,0.21955288621955288,83.23,0.19583529411764708,6.850419084461637,True,False,False
2023-02-02,P12345,509,266,178,1410,0.94,42.3,15.62,9.01,0.9108054107306922,,1945,3,2,1,0,682.8571428571429,241.6467315258844,191.85714285714286,0.7914285714285715,626.5,285.7898412003711,168.9,0.758,626.5,285.7898412003711,168.9,0.758,0.6175787728026534,66.92999999999999,0.13149312377210215,2.035674292113262,False,True,False
2023-02-03,P12345,217,82,116,744,0.76,47.05,26.17,5.86,0.9108054107306922,Strike,817,4,2,1,0,573.8571428571429,256.8789783610358,167.28571428571428,0.777142857142857,589.2727272727273,297.9141120890687,161.0,0.7581818181818182,589.2727272727273,297.9141120890687,161.0,0.7581818181818182,0.1847441261667203,79.08,0.36442396313364056,3.482028241335045,False,True,False
2023-02-04,P12345,935,151,159,1041,0.66,64.9,21.69,9.86,0.9108054107306922,Weather Disruption,1518,5,2,1,1,499.85714285714283,295.90563167527387,141.14285714285714,0.7300000000000001,505.7857142857143,261.14369123631434,177.35714285714286,0.7635714285714286,505.7857142857143,261.14369123631434,177.35714285714286,0.7635714285714286,0.30131128848346633,96.45,0.10315508021390375,9.381898454746135,True,False,False
2023-02-05,P12345,886,218,186,1437,0.66,68.45,15.3,7.55,0.9108054107306922,Weather Disruption,2115,6,2,1,1,599.7142857142857,280.319885301129,161.57142857142858,0.7842857142857144,614.0,296.6844053259901,165.75,0.75,614.0,296.6844053259901,165.75,0.75,0.3702086365841824,91.3,0.10304740406320541,6.157909368918544,False,True,False
2023-02-06,P12345,823,185,187,984,0.63,49.14,15.94,8.19,0.9108054107306922,Strike,1243,0,2,1,0,498.7142857142857,294.4252674198295,143.85714285714286,0.722857142857143,503.2857142857143,257.65672708273894,181.07142857142858,0.755,526.9333333333333,264.6378837653625,177.86666666666667,0.7546666666666667,0.28486581610206774,73.27,0.08902794653705953,7.061347061347061,True,False,False
2023-02-07,P12345,324,60,144,621,0.88,47.94,20.81,3.22,0.9108054107306922,Strike,882,1,2,1,0,530.2857142857143,253.99325075397462,132.85714285714286,0.7357142857142858,502.0,258.56675971742624,181.21428571428572,0.76,514.25,260.64957318207905,170.5,0.7625,0.10179350460494425,71.97,0.22212962962962962,6.136363636363637,True,False,False
2023-02-08,P12345,631,263,182,624,0.64,48.4,23.75,3.85,0.9108054107306922,,1163,2,2,1,0,574.1428571428571,227.13316840672167,166.57142857142858,0.7599999999999999,514.3636363636364,293.24606484223204,195.0,0.7854545454545455,514.3636363636364,293.24606484223204,195.0,0.7854545454545455,0.4249769159741459,76.0,0.12044374009508717,3.7488117870722437,False,False,True
2023-02-09,P12345,212,228,168,1048,0.64,48.33,21.96,7.43,0.9108054107306922,,821,3,2,1,0,484.2857142857143,280.93754601673436,144.85714285714286,0.7342857142857142,471.2857142857143,266.0871541927074,182.14285714285714,0.7407142857142857,496.47058823529414,262.8038997158953,173.88235294117646,0.7552941176470588,0.39553903345724906,77.72,0.36660377358490565,1.4528508771929822,True,False,False
2023-02-10,P12345,239,137,131,669,0.9,41.08,24.29,9.29,0.9108054107306922,,794,4,2,1,0,501.85714285714283,243.61474269252028,159.28571428571428,0.7842857142857144,491.4166666666667,290.67928541555375,190.16666666666666,0.7949999999999999,491.4166666666667,290.67928541555375,190.16666666666666,0.7949999999999999,0.23638156273108207,74.66,0.3123849372384937,1.9383617193836173,False,False,True
2023-02-11,P12345,658,90,143,623,0.72,67.81,22.2,7.37,0.9108054107306922,,1061,5,2,1,1,539.4285714285714,269.9943562020369,127.0,0.722857142857143,472.07142857142856,266.6615441357811,171.64285714285714,0.7421428571428572,505.44444444444446,257.7842742025661,169.22222222222223,0.7533333333333334,0.16666666666666666,97.38000000000001,0.14799392097264438,10.154320987654321,True,False,False
2023-02-12,P12345,100,194,164,1368,0.61,46.41,24.93,3.94,0.9108054107306922,,843,6,2,1,1,496.7142857142857,315.69696138634504,143.14285714285714,0.6857142857142857,471.7142857142857,267.19380133627254,166.71428571428572,0.7342857142857142,484.10526315789474,267.23167118040357,170.52631578947367,0.7457894736842106,0.45357381429525717,75.28,0.7528,0.8450228156160217,True,False,False
2023-02-13,P12345,189,125,186,534,0.62,52.6,18.29,3.81,0.9108054107306922,,487,0,2,1,0,432.7142857142857,255.3472891871737,167.14285714285714,0.7614285714285715,468.15384615384613,290.668724998593,185.15384615384616,0.7815384615384615,468.15384615384613,290.668724998593,185.15384615384616,0.7815384615384615,0.37076271186440674,74.7,0.3952380952380953,2.4387096774193546,False,False,True
2023-02-14,P12345,753,170,107,586,0.65,40.29,16.69,8.91,0.9108054107306922,Strike,1063,1,2,1,0,463.14285714285717,281.6039941545743,181.85714285714286,0.7557142857142857,488.5,289.45592197989447,184.07142857142858,0.7721428571428571,488.5,289.45592197989447,184.07142857142858,0.7721428571428571,0.4266762280387235,65.89,0.08750332005312085,6.8144796380090495,False,False,True
2023-02-15,P12345,419,95,176,1145,0.67,65.74,23.95,3.98,0.9108054107306922,Strike,1339,2,2,1,0,495.85714285714283,315.93218078749567,143.28571428571428,0.687142857142857,471.57142857142856,267.2235348587725,152.42857142857142,0.7142857142857143,480.85,260.5112938252895,166.75,0.742,0.2580519984478075,93.67,0.22355608591885442,6.582875098193243,True,False,False
2023-02-16,P12345,649,209,171,1207,0.83,61.93,22.27,6.64,0.9108054107306922,Strike,1838,3,2,1,0,606.2857142857143,280.94822434374765,174.14285714285714,0.8042857142857143,616.6923076923077,284.2195115913592,169.07692307692307,0.7561538461538462,616.6923076923077,284.2195115913592,169.07692307692307,0.7561538461538462,0.4854014598540146,90.84,0.13996918335901387,3.741280913126189,False,True,False
2023-02-17,P12345,904,256,186,1285,0.66,68.4,15.4,3.26,0.9108054107306922,Weather Disruption,1994,4,2,1,0,476.0,301.6349891286929,199.71428571428572,0.7457142857142857,481.7857142857143,277.57471026773993,182.57142857142858,0.7571428571428572,516.2,298.84687909171333,188.86666666666667,0.7646666666666667,0.4870888828486002,87.06000000000002,0.09630530973451329,5.350378787878788,False,False,True
2023-02-18,P12345,993,129,142,700,0.64,63.45,20.71,3.56,0.9108054107306922,Weather Disruption,1475,5,2,1,1,706.2857142857143,275.3759335198063,153.85714285714286,0.7785714285714286,643.5714285714286,291.00111400413635,166.21428571428572,0.7478571428571429,643.5714285714286,291.00111400413635,166.21428571428572,0.7478571428571429,0.2249626307922272,87.72,0.08833836858006042,12.027616279069766,False,True,False
2023-02-19,P12345,238,103,100,868,0.87,49.41,16.59,7.71,0.9108054107306922,,1008,6,2,1,1,605.1428571428571,301.4439851622125,152.42857142857142,0.7928571428571428,637.5714285714286,298.90021856690015,165.57142857142858,0.7642857142857142,616.5333333333333,299.33065010993795,162.0,0.756,0.17365125240847784,73.71,0.30970588235294116,2.6559535766097535,False,True,False
2023-02-20,P12345,610,135,150,1296,0.83,47.44,22.97,7.82,0.9108054107306922,Strike,1880,0,2,1,0,586.0,295.3495104674009,163.14285714285714,0.79,613.5714285714286,285.41540961194795,166.57142857142858,0.7771428571428572,616.125,289.1854941036981,160.3125,0.760625,0.20664771484802097,78.22999999999999,0.12824590163934424,5.443998215082552,False,True,False
2023-02-21,P12345,967,141,123,576,0.75,60.93,20.94,5.39,0.9108054107306922,Weather Disruption,1715,1,2,1,0,544.0,354.5866137725262,197.14285714285714,0.72,540.9285714285714,286.9710423037124,176.57142857142858,0.7471428571428572,544.375,309.93028786056607,185.875,0.76375,0.20618341341132232,87.26,0.09023784901758015,9.14420803782506,False,False,True
2023-02-22,P12345,944,197,198,558,0.79,50.92,24.2,4.51,0.9108054107306922,Weather Disruption,1371,2,2,1,0,648.1428571428571,321.08951429543157,153.28571428571428,0.7685714285714286,665.5,273.60379833170896,172.57142857142858,0.7799999999999999,635.4117647058823,291.07581890796286,162.47058823529412,0.7623529411764706,0.2596009036144578,79.63000000000001,0.08435381355932205,6.065668572897256,False,True,False
2023-02-23,P12345,358,210,123,930,0.71,56.99,27.08,8.7,0.9108054107306922,Strike,870,3,2,1,0,577.2857142857143,317.7182789231755,186.0,0.7042857142857143,543.0714285714286,285.3662866955688,170.28571428571428,0.7485714285714286,533.4117647058823,303.4740637236421,187.2941176470588,0.7605882352941177,0.2927703644692292,92.77,0.2591340782122905,2.4010731052984573,False,False,True
2023-02-24,P12345,772,251,116,1137,0.77,40.19,19.5,4.52,0.9108054107306922,Weather Disruption,1406,4,2,1,0,727.4285714285714,259.5007110734362,177.42857142857142,0.7699999999999999,650.6428571428571,260.548122572058,172.35714285714286,0.7735714285714286,643.0,284.21429363401546,167.38888888888889,0.7627777777777778,0.359378195950092,64.21,0.08317357512953368,3.9944119625394525,False,True,False
2023-02-25,P12345,789,217,104,999,0.78,41.86,29.43,6.79,0.9108054107306922,Weather Disruption,1617,5,2,1,1,475.0,285.45869520241746,152.71428571428572,0.7042857142857143,487.42857142857144,279.62109370352596,146.92857142857142,0.7171428571428572,495.5238095238095,262.66815928993356,169.14285714285714,0.7438095238095238,0.32422625400213445,78.08,0.09896070975918884,4.66146756469337,True,False,False
2023-02-26,P12345,109,209,119,1412,0.74,56.06,23.03,9.78,0.9108054107306922,Strike,1076,6,2,1,1,373.0,267.37738622902776,156.14285714285714,0.72,435.85714285714283,277.95623815570383,150.0,0.7214285714285714,477.95454545454544,269.25832476368385,170.95454545454547,0.7436363636363637,0.32111501316944685,88.87,0.8153211009174313,0.7047717574033364,True,False,False
2023-02-27,P12345,360,291,120,608,0.92,56.98,24.27,4.03,0.9108054107306922,Weather Disruption,914,0,2,1,0,538.5714285714286,326.4724884493113,190.0,0.7442857142857143,556.3571428571429,270.82086249113,178.28571428571428,0.7521428571428571,523.7777777777778,297.23679519585164,193.05555555555554,0.7694444444444444,0.4730608453320948,85.28,0.2368888888888889,1.344688480502017,False,False,True
2023-02-28,P12345,749,146,157,1235,0.61,62.54,25.21,9.59,0.9108054107306922,Strike,1429,1,2,1,0,433.7142857142857,300.58704467852806,168.42857142857142,0.6814285714285714,482.0,272.00565604979045,150.64285714285714,0.7085714285714285,489.7391304347826,269.07015262859073,169.8695652173913,0.7378260869565217,0.25,97.34,0.12995994659546062,8.410060633280933,True,False,False
2023-03-01,P12345,271,51,130,777,0.87,43.96,25.0,4.28,1.0040585479282516,Weather Disruption,899,2,3,1,0,442.14285714285717,294.0909318399263,143.14285714285714,0.7142857142857143,463.2142857142857,277.1709215993261,144.0,0.7242857142857143,480.625,266.9168267294221,164.91666666666666,0.7433333333333333,0.10453879941434847,73.24000000000001,0.27025830258302586,6.10773044850124,True,False,False
2023-03-02,P12345,997,274,199,567,0.64,55.4,22.66,6.97,1.0040585479282516,Strike,1292,3,3,1,0,743.2857142857143,273.80267486258185,185.42857142857142,0.7671428571428571,671.5,276.4371537981101,173.5,0.7757142857142857,661.6315789473684,287.8987496646686,173.0,0.7563157894736842,0.4731129748396646,85.03,0.08528585757271816,5.68544708029197,False,True,False
2023-03-03,P12345,112,82,110,568,0.88,45.83,21.43,5.64,1.0040585479282516,Weather Disruption,576,4,3,1,0,520.4285714285714,348.6693071009918,182.14285714285714,0.7414285714285713,511.14285714285717,289.1256998775279,170.71428571428572,0.7628571428571428,502.10526315789474,303.9171843952892,187.21052631578948,0.7752631578947369,0.1691219799646435,72.89999999999999,0.650892857142857,1.5521064301552108,False,False,True
2023-03-04,P12345,267,282,151,664,0.82,42.8,15.81,9.75,1.0040585479282516,Weather Disruption,641,5,3,1,1,688.7142857142857,328.3594139992102,195.85714285714286,0.7657142857142857,647.5,296.68573116502097,185.0,0.785,641.9,293.7856182213217,178.45,0.7595,0.6873259052924792,68.36,0.2560299625468165,1.1546445251686561,False,True,False
2023-03-05,P12345,741,254,114,988,0.9,52.31,15.33,4.91,1.0040585479282516,Strike,1703,6,3,1,1,652.7142857142857,302.2116886586366,213.71428571428572,0.8028571428571428,679.5,279.15084149558334,183.78571428571428,0.7907142857142857,646.6190476190476,287.1622322295319,182.04761904761904,0.7661904761904762,0.507420091324201,72.55,0.09790823211875843,3.241469816272966,False,True,False
2023-03-06,P12345,695,207,182,804,0.63,44.9,20.37,5.8,1.0040585479282516,Weather Disruption,1209,0,3,1,0,718.0,240.81666608992538,228.57142857142858,0.7685714285714286,661.5714285714286,268.5782264746413,190.5,0.7807142857142858,648.8181818181819,280.4314085329511,183.1818181818182,0.7599999999999999,0.3774420421984892,71.07,0.10225899280575539,5.329345909056054,False,True,False
2023-03-07,P12345,420,210,106,1408,0.8,46.65,20.0,9.88,1.0040585479282516,Strike,1567,1,3,1,0,690.8571428571429,264.5558722156994,239.28571428571428,0.7642857142857142,638.4285714285714,274.8159424010954,201.21428571428572,0.777142857142857,638.8695652173913,278.1071252638624,184.34782608695653,0.7617391304347826,0.4188034188034188,76.53,0.18221428571428572,2.5,False,True,False
2023-03-08,P12345,418,126,127,1173,0.78,49.53,20.82,6.76,1.0040585479282516,Strike,1290,2,3,1,0,615.7142857142857,255.20691884933555,229.14285714285714,0.7628571428571428,631.9285714285714,279.15462059189025,191.21428571428572,0.7657142857142858,629.6666666666666,275.70536678737744,181.91666666666666,0.7625000000000001,0.24118129614438064,77.11,0.18447368421052632,4.253154253154253,False,True,False
2023-03-09,P12345,712,165,150,864,0.85,47.78,17.08,6.52,1.0040585479282516,Weather Disruption,1385,3,3,1,0,607.1428571428571,250.0382827831426,216.85714285714286,0.7742857142857142,667.2857142857143,252.64734575823533,197.14285714285714,0.7721428571428571,632.96,270.4022435804358,181.24,0.7659999999999999,0.34252669039145905,71.38,0.10025280898876404,5.076648841354723,False,True,False
2023-03-10,P12345,428,203,157,1353,0.79,42.63,26.07,4.8,1.0040585479282516,,1451,4,3,1,0,525.8571428571429,186.62210352423267,206.71428571428572,0.7957142857142857,634.5714285714286,251.79928340024938,196.07142857142858,0.7814285714285714,625.0769230769231,267.97088245955723,182.07692307692307,0.7669230769230769,0.3853036876355748,73.5,0.17172897196261683,2.668828334476523,False,True,False
2023-03-11,P12345,884,199,104,1320,0.79,42.7,27.85,7.91,1.0040585479282516,Weather Disruption,2189,5,3,1,1,619.7142857142857,337.3320393349922,192.71428571428572,0.7657142857142857,526.2142857142857,303.36096259468457,179.92857142857142,0.7635714285714286,521.2,307.89037693719223,187.8,0.776,0.3235772357723577,78.46000000000001,0.0887556561085973,5.623051968704281,False,False,True
2023-03-12,P12345,876,152,104,878,0.75,45.8,29.08,3.1,1.0040585479282516,,1309,6,3,1,1,473.2857142857143,330.0973160982048,152.0,0.7185714285714285,506.35714285714283,291.7426703694297,139.5,0.7207142857142858,496.44,272.99985958482347,164.4,0.7436,0.23963963963963963,77.97999999999999,0.08901826484018263,7.684210526315789,True,False,False
2023-03-13,P12345,649,243,193,842,0.71,41.52,22.39,3.35,1.0040585479282516,,1358,0,3,1,0,580.4285714285714,150.70816958928367,201.14285714285714,0.7800000000000001,634.5714285714286,251.79928340024938,198.5,0.7728571428571429,625.9629629629629,262.8073997145616,184.33333333333334,0.7648148148148147,0.38711879836140195,67.26,0.10363636363636364,3.761664638033965,False,True,False
2023-03-14,P12345,518,215,195,1446,0.77,58.79,25.51,7.2,1.0040585479282516,Weather Disruption,1555,1,3,1,0,548.5714285714286,133.72092474360775,195.57142857142858,0.7614285714285715,600.6428571428571,230.9244322426568,204.64285714285714,0.7821428571428571,622.1071428571429,258.7005045572989,185.42857142857142,0.765,0.33504007123775603,91.5,0.17664092664092665,3.1289640591966172,False,True,False
2023-03-15,P12345,705,152,107,1398,0.64,48.62,27.83,5.39,1.0040585479282516,,1805,2,3,1,0,550.0,135.58638083032739,187.71428571428572,0.7628571428571428,634.0,207.0009290205834,208.14285714285714,0.7657142857142858,624.9655172413793,254.50476879599225,184.27586206896552,0.7606896551724137,0.2226407198158611,81.83999999999999,0.11608510638297871,7.247121710526316,False,True,False
